2023/10/16 19:15:33,Quilmes,0
2023/10/26 17:33:10,Casa,3
2023/10/26 17:36:38,Casa,1
2023/10/26 17:37:56,Generador 2023/10/26,14
2023/10/26 17:38:08,Generador 2023/10/26,0
2023/10/26 17:38:26,Generador 2023/10/26,0
